[03/06/2024][17:49:30]  | -system start log[03/06/2024][17:52:02]  | -system Read 719 ranking entries in 0.47 seconds.
[03/06/2024][19:23:41]  | -system -Write Ranking[03/06/2024][19:23:41]  | -system -Write Ranking[03/06/2024][19:26:13]  | -system Read 720 ranking entries in 1.3 seconds.
[03/06/2024][19:26:13]  | -system -Write Ranking[03/06/2024][19:26:13]  | -system -Write Ranking[03/06/2024][19:28:45]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][19:28:45]  | -system -Write Ranking[03/06/2024][19:28:45]  | -system -Write Ranking[03/06/2024][19:31:17]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][19:31:17]  | -system -Write Ranking[03/06/2024][19:31:17]  | -system -Write Ranking[03/06/2024][19:33:49]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][19:33:49]  | -system -Write Ranking[03/06/2024][19:33:49]  | -system -Write Ranking[03/06/2024][19:36:21]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][19:36:21]  | -system -Write Ranking[03/06/2024][19:36:21]  | -system -Write Ranking[03/06/2024][19:38:55]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][19:38:55]  | -system -Write Ranking[03/06/2024][19:38:55]  | -system -Write Ranking[03/06/2024][19:41:28]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][19:41:28]  | -system -Write Ranking[03/06/2024][19:41:28]  | -system -Write Ranking[03/06/2024][19:44:00]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:44:00]  | -system -Write Ranking[03/06/2024][19:44:00]  | -system -Write Ranking[03/06/2024][19:46:32]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:46:32]  | -system -Write Ranking[03/06/2024][19:46:32]  | -system -Write Ranking[03/06/2024][19:49:04]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:49:04]  | -system -Write Ranking[03/06/2024][19:49:04]  | -system -Write Ranking[03/06/2024][19:51:36]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:51:36]  | -system -Write Ranking[03/06/2024][19:51:36]  | -system -Write Ranking[03/06/2024][19:54:08]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:54:08]  | -system -Write Ranking[03/06/2024][19:54:08]  | -system -Write Ranking[03/06/2024][19:56:42]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][19:56:42]  | -system -Write Ranking[03/06/2024][19:56:42]  | -system -Write Ranking[03/06/2024][19:59:14]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][19:59:14]  | -system -Write Ranking[03/06/2024][19:59:14]  | -system -Write Ranking[03/06/2024][20:01:46]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][20:01:46]  | -system -Write Ranking[03/06/2024][20:01:46]  | -system -Write Ranking[03/06/2024][20:04:18]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][20:04:18]  | -system -Write Ranking[03/06/2024][20:04:18]  | -system -Write Ranking[03/06/2024][20:06:53]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][20:06:53]  | -system -Write Ranking[03/06/2024][20:06:53]  | -system -Write Ranking[03/06/2024][20:09:25]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][20:09:25]  | -system -Write Ranking[03/06/2024][20:09:25]  | -system -Write Ranking[03/06/2024][20:11:57]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:11:57]  | -system -Write Ranking[03/06/2024][20:11:57]  | -system -Write Ranking[03/06/2024][20:14:29]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][20:14:29]  | -system -Write Ranking[03/06/2024][20:14:29]  | -system -Write Ranking[03/06/2024][20:17:01]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:17:01]  | -system -Write Ranking[03/06/2024][20:17:01]  | -system -Write Ranking[03/06/2024][20:19:33]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:19:33]  | -system -Write Ranking[03/06/2024][20:19:33]  | -system -Write Ranking[03/06/2024][20:22:05]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:22:05]  | -system -Write Ranking[03/06/2024][20:22:05]  | -system -Write Ranking[03/06/2024][20:24:37]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:24:37]  | -system -Write Ranking[03/06/2024][20:24:37]  | -system -Write Ranking[03/06/2024][20:27:09]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:27:09]  | -system -Write Ranking[03/06/2024][20:27:09]  | -system -Write Ranking[03/06/2024][20:29:42]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:29:42]  | -system -Write Ranking[03/06/2024][20:29:42]  | -system -Write Ranking[03/06/2024][20:32:14]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:32:14]  | -system -Write Ranking[03/06/2024][20:32:14]  | -system -Write Ranking[03/06/2024][20:34:46]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:34:46]  | -system -Write Ranking[03/06/2024][20:34:46]  | -system -Write Ranking[03/06/2024][20:37:18]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:37:18]  | -system -Write Ranking[03/06/2024][20:37:18]  | -system -Write Ranking[03/06/2024][20:39:52]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:39:52]  | -system -Write Ranking[03/06/2024][20:39:52]  | -system -Write Ranking[03/06/2024][20:42:24]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:42:24]  | -system -Write Ranking[03/06/2024][20:42:24]  | -system -Write Ranking[03/06/2024][20:58:55]  | -system Read 722 ranking entries in 1.3 seconds.
[03/06/2024][20:58:55]  | -system -Write Ranking[03/06/2024][20:58:55]  | -system -Write Ranking[03/06/2024][21:01:27]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][21:01:27]  | -system -Write Ranking[03/06/2024][21:01:27]  | -system -Write Ranking[03/06/2024][21:03:59]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][21:03:59]  | -system -Write Ranking[03/06/2024][21:03:59]  | -system -Write Ranking[03/06/2024][21:06:31]  | -system Read 722 ranking entries in 1.18 seconds.
[03/06/2024][21:06:31]  | -system -Write Ranking[03/06/2024][21:06:31]  | -system -Write Ranking[03/06/2024][21:09:03]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][21:09:03]  | -system -Write Ranking[03/06/2024][21:09:03]  | -system -Write Ranking[03/06/2024][21:11:35]  | -system Read 722 ranking entries in 1.2 seconds.
[03/06/2024][21:11:35]  | -system -Write Ranking[03/06/2024][21:11:35]  | -system -Write Ranking[03/06/2024][21:14:07]  | -system Read 723 ranking entries in 1.2 seconds.
[03/06/2024][21:14:07]  | -system -Write Ranking[03/06/2024][21:14:07]  | -system -Write Ranking[03/06/2024][21:16:39]  | -system Read 723 ranking entries in 1.2 seconds.
[03/06/2024][21:16:39]  | -system -Write Ranking[03/06/2024][21:16:39]  | -system -Write Ranking[03/06/2024][21:19:12]  | -system Read 723 ranking entries in 1.18 seconds.
[03/06/2024][21:19:12]  | -system -Write Ranking[03/06/2024][21:19:12]  | -system -Write Ranking[03/06/2024][21:21:47]  | -system Read 723 ranking entries in 1.2 seconds.
[03/06/2024][21:21:47]  | -system -Write Ranking[03/06/2024][21:21:47]  | -system -Write Ranking[03/06/2024][21:24:29]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:24:29]  | -system -Write Ranking[03/06/2024][21:24:29]  | -system -Write Ranking[03/06/2024][21:27:01]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:27:01]  | -system -Write Ranking[03/06/2024][21:27:01]  | -system -Write Ranking[03/06/2024][21:29:33]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:29:33]  | -system -Write Ranking[03/06/2024][21:29:33]  | -system -Write Ranking[03/06/2024][21:32:09]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:32:09]  | -system -Write Ranking[03/06/2024][21:32:09]  | -system -Write Ranking[03/06/2024][21:34:41]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:34:41]  | -system -Write Ranking[03/06/2024][21:34:41]  | -system -Write Ranking[03/06/2024][21:37:13]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:37:13]  | -system -Write Ranking[03/06/2024][21:37:13]  | -system -Write Ranking[03/06/2024][21:39:45]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:39:45]  | -system -Write Ranking[03/06/2024][21:39:45]  | -system -Write Ranking[03/06/2024][21:42:18]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:42:18]  | -system -Write Ranking[03/06/2024][21:42:18]  | -system -Write Ranking[03/06/2024][21:44:50]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:44:50]  | -system -Write Ranking[03/06/2024][21:44:50]  | -system -Write Ranking[03/06/2024][21:47:22]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:47:22]  | -system -Write Ranking[03/06/2024][21:47:22]  | -system -Write Ranking[03/06/2024][21:49:54]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:49:54]  | -system -Write Ranking[03/06/2024][21:49:54]  | -system -Write Ranking[03/06/2024][21:52:26]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][21:52:26]  | -system -Write Ranking[03/06/2024][21:52:26]  | -system -Write Ranking[03/06/2024][21:54:58]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][21:54:58]  | -system -Write Ranking[03/06/2024][21:54:58]  | -system -Write Ranking[03/06/2024][21:57:30]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][21:57:30]  | -system -Write Ranking[03/06/2024][21:57:30]  | -system -Write Ranking[03/06/2024][22:00:03]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:00:03]  | -system -Write Ranking[03/06/2024][22:00:03]  | -system -Write Ranking[03/06/2024][22:02:35]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:02:35]  | -system -Write Ranking[03/06/2024][22:02:35]  | -system -Write Ranking[03/06/2024][22:05:07]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:05:07]  | -system -Write Ranking[03/06/2024][22:05:07]  | -system -Write Ranking[03/06/2024][22:07:40]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:07:40]  | -system -Write Ranking[03/06/2024][22:07:40]  | -system -Write Ranking[03/06/2024][22:10:12]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:10:12]  | -system -Write Ranking[03/06/2024][22:10:12]  | -system -Write Ranking[03/06/2024][22:12:44]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:12:44]  | -system -Write Ranking[03/06/2024][22:12:44]  | -system -Write Ranking[03/06/2024][22:15:19]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:15:19]  | -system -Write Ranking[03/06/2024][22:15:19]  | -system -Write Ranking[03/06/2024][22:17:51]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][22:17:51]  | -system -Write Ranking[03/06/2024][22:17:51]  | -system -Write Ranking[03/06/2024][22:20:23]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][22:20:23]  | -system -Write Ranking[03/06/2024][22:20:23]  | -system -Write Ranking[03/06/2024][22:22:55]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:22:55]  | -system -Write Ranking[03/06/2024][22:22:55]  | -system -Write Ranking[03/06/2024][22:25:27]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:25:27]  | -system -Write Ranking[03/06/2024][22:25:27]  | -system -Write Ranking[03/06/2024][22:27:59]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:27:59]  | -system -Write Ranking[03/06/2024][22:27:59]  | -system -Write Ranking[03/06/2024][22:30:32]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:30:32]  | -system -Write Ranking[03/06/2024][22:30:32]  | -system -Write Ranking[03/06/2024][22:33:04]  | -system Read 724 ranking entries in 0.47 seconds.
[03/06/2024][22:33:04]  | -system -Write Ranking[03/06/2024][22:33:04]  | -system -Write Ranking[03/06/2024][22:35:36]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:35:36]  | -system -Write Ranking[03/06/2024][22:35:36]  | -system -Write Ranking[03/06/2024][22:38:08]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:38:08]  | -system -Write Ranking[03/06/2024][22:38:08]  | -system -Write Ranking[03/06/2024][22:40:40]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:40:40]  | -system -Write Ranking[03/06/2024][22:40:40]  | -system -Write Ranking[03/06/2024][22:43:12]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:43:12]  | -system -Write Ranking[03/06/2024][22:43:12]  | -system -Write Ranking[03/06/2024][22:45:44]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:45:44]  | -system -Write Ranking[03/06/2024][22:45:44]  | -system -Write Ranking[03/06/2024][22:48:16]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:48:16]  | -system -Write Ranking[03/06/2024][22:48:16]  | -system -Write Ranking[03/06/2024][22:50:51]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:50:51]  | -system -Write Ranking[03/06/2024][22:50:51]  | -system -Write Ranking[03/06/2024][22:53:23]  | -system Read 724 ranking entries in 1.3 seconds.
[03/06/2024][22:53:23]  | -system -Write Ranking[03/06/2024][22:53:23]  | -system -Write Ranking[03/06/2024][22:55:56]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:55:56]  | -system -Write Ranking[03/06/2024][22:55:56]  | -system -Write Ranking[03/06/2024][22:58:28]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][22:58:28]  | -system -Write Ranking[03/06/2024][22:58:28]  | -system -Write Ranking[03/06/2024][23:01:00]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][23:01:00]  | -system -Write Ranking[03/06/2024][23:01:00]  | -system -Write Ranking[03/06/2024][23:03:32]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:03:32]  | -system -Write Ranking[03/06/2024][23:03:32]  | -system -Write Ranking[03/06/2024][23:06:04]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:06:04]  | -system -Write Ranking[03/06/2024][23:06:04]  | -system -Write Ranking[03/06/2024][23:08:36]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:08:36]  | -system -Write Ranking[03/06/2024][23:08:36]  | -system -Write Ranking[03/06/2024][23:11:08]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:11:08]  | -system -Write Ranking[03/06/2024][23:11:08]  | -system -Write Ranking[03/06/2024][23:13:40]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:13:40]  | -system -Write Ranking[03/06/2024][23:13:40]  | -system -Write Ranking[03/06/2024][23:16:12]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:16:12]  | -system -Write Ranking[03/06/2024][23:16:12]  | -system -Write Ranking[03/06/2024][23:18:45]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:18:45]  | -system -Write Ranking[03/06/2024][23:18:45]  | -system -Write Ranking[03/06/2024][23:21:17]  | -system Read 724 ranking entries in 0.47 seconds.
[03/06/2024][23:21:17]  | -system -Write Ranking[03/06/2024][23:21:17]  | -system -Write Ranking[03/06/2024][23:23:49]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:23:49]  | -system -Write Ranking[03/06/2024][23:23:49]  | -system -Write Ranking[03/06/2024][23:26:23]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:26:23]  | -system -Write Ranking[03/06/2024][23:26:23]  | -system -Write Ranking[03/06/2024][23:28:55]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:28:55]  | -system -Write Ranking[03/06/2024][23:28:55]  | -system -Write Ranking[03/06/2024][23:31:27]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:31:27]  | -system -Write Ranking[03/06/2024][23:31:27]  | -system -Write Ranking[03/06/2024][23:34:00]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][23:34:00]  | -system -Write Ranking[03/06/2024][23:34:00]  | -system -Write Ranking[03/06/2024][23:36:32]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:36:32]  | -system -Write Ranking[03/06/2024][23:36:32]  | -system -Write Ranking[03/06/2024][23:39:04]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:39:04]  | -system -Write Ranking[03/06/2024][23:39:04]  | -system -Write Ranking[03/06/2024][23:41:36]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][23:41:36]  | -system -Write Ranking[03/06/2024][23:41:36]  | -system -Write Ranking[03/06/2024][23:44:11]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:44:11]  | -system -Write Ranking[03/06/2024][23:44:11]  | -system -Write Ranking[03/06/2024][23:46:43]  | -system Read 724 ranking entries in 1.18 seconds.
[03/06/2024][23:46:43]  | -system -Write Ranking[03/06/2024][23:46:43]  | -system -Write Ranking[03/06/2024][23:49:15]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:49:15]  | -system -Write Ranking[03/06/2024][23:49:15]  | -system -Write Ranking[03/06/2024][23:51:47]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:51:47]  | -system -Write Ranking[03/06/2024][23:51:47]  | -system -Write Ranking[03/06/2024][23:54:19]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:54:19]  | -system -Write Ranking[03/06/2024][23:54:19]  | -system -Write Ranking[03/06/2024][23:56:51]  | -system Read 724 ranking entries in 1.2 seconds.
[03/06/2024][23:56:51]  | -system -Write Ranking[03/06/2024][23:56:51]  | -system -Write Ranking[03/06/2024][23:59:23]  | -system Read 724 ranking entries in 1.33 seconds.
[03/06/2024][23:59:23]  | -system -Write Ranking[03/06/2024][23:59:23]  | -system -Write Ranking
