[04/06/2024][09:00:07]  | -system start log[04/06/2024][09:02:39]  | -system Read 729 ranking entries in 1.3 seconds.
[04/06/2024][12:00:33]  | -system -Write Ranking[04/06/2024][12:00:33]  | -system -Write Ranking[04/06/2024][12:03:05]  | -system Read 729 ranking entries in 1.2 seconds.
[04/06/2024][12:03:05]  | -system -Write Ranking[04/06/2024][12:03:05]  | -system -Write Ranking[04/06/2024][12:03:28]  | WELXXD create character [Fenix][04/06/2024][12:05:39]  | EYEVISION6 create character [SKULRED][04/06/2024][12:05:40]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:05:40]  | -system -Write Ranking[04/06/2024][12:05:40]  | -system -Write Ranking[04/06/2024][12:08:12]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:08:12]  | -system -Write Ranking[04/06/2024][12:08:12]  | -system -Write Ranking[04/06/2024][12:10:44]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:10:44]  | -system -Write Ranking[04/06/2024][12:10:44]  | -system -Write Ranking[04/06/2024][12:13:16]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:13:16]  | -system -Write Ranking[04/06/2024][12:13:16]  | -system -Write Ranking[04/06/2024][12:15:48]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:15:48]  | -system -Write Ranking[04/06/2024][12:15:48]  | -system -Write Ranking[04/06/2024][12:18:20]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:18:20]  | -system -Write Ranking[04/06/2024][12:18:20]  | -system -Write Ranking[04/06/2024][12:20:52]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][12:20:52]  | -system -Write Ranking[04/06/2024][12:20:52]  | -system -Write Ranking[04/06/2024][12:23:25]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:23:25]  | -system -Write Ranking[04/06/2024][12:23:25]  | -system -Write Ranking[04/06/2024][12:25:57]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:25:57]  | -system -Write Ranking[04/06/2024][12:25:57]  | -system -Write Ranking[04/06/2024][12:28:29]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][12:28:29]  | -system -Write Ranking[04/06/2024][12:28:29]  | -system -Write Ranking[04/06/2024][12:31:04]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:31:04]  | -system -Write Ranking[04/06/2024][12:31:04]  | -system -Write Ranking[04/06/2024][12:33:36]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:33:36]  | -system -Write Ranking[04/06/2024][12:33:36]  | -system -Write Ranking[04/06/2024][12:36:08]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][12:36:08]  | -system -Write Ranking[04/06/2024][12:36:08]  | -system -Write Ranking[04/06/2024][12:38:40]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:38:40]  | -system -Write Ranking[04/06/2024][12:38:40]  | -system -Write Ranking[04/06/2024][12:41:12]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][12:41:12]  | -system -Write Ranking[04/06/2024][12:41:12]  | -system -Write Ranking[04/06/2024][12:43:44]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:43:44]  | -system -Write Ranking[04/06/2024][12:43:44]  | -system -Write Ranking[04/06/2024][12:44:14]  | -system err,savenquit1 24 -1 0  EYEVISION9[04/06/2024][12:46:16]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:46:16]  | -system -Write Ranking[04/06/2024][12:46:16]  | -system -Write Ranking[04/06/2024][12:48:49]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:48:49]  | -system -Write Ranking[04/06/2024][12:48:49]  | -system -Write Ranking[04/06/2024][12:51:21]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][12:51:21]  | -system -Write Ranking[04/06/2024][12:51:21]  | -system -Write Ranking[04/06/2024][12:53:53]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][12:53:53]  | -system -Write Ranking[04/06/2024][12:53:53]  | -system -Write Ranking[04/06/2024][12:56:25]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:56:25]  | -system -Write Ranking[04/06/2024][12:56:25]  | -system -Write Ranking[04/06/2024][12:58:59]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][12:58:59]  | -system -Write Ranking[04/06/2024][12:58:59]  | -system -Write Ranking[04/06/2024][13:01:31]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:01:31]  | -system -Write Ranking[04/06/2024][13:01:31]  | -system -Write Ranking[04/06/2024][13:04:03]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:04:03]  | -system -Write Ranking[04/06/2024][13:04:03]  | -system -Write Ranking[04/06/2024][13:06:35]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:06:35]  | -system -Write Ranking[04/06/2024][13:06:35]  | -system -Write Ranking[04/06/2024][13:09:07]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:09:07]  | -system -Write Ranking[04/06/2024][13:09:07]  | -system -Write Ranking[04/06/2024][13:11:40]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:11:40]  | -system -Write Ranking[04/06/2024][13:11:40]  | -system -Write Ranking[04/06/2024][13:14:12]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:14:12]  | -system -Write Ranking[04/06/2024][13:14:12]  | -system -Write Ranking[04/06/2024][13:16:44]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:16:44]  | -system -Write Ranking[04/06/2024][13:16:44]  | -system -Write Ranking[04/06/2024][13:19:16]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:19:16]  | -system -Write Ranking[04/06/2024][13:19:16]  | -system -Write Ranking[04/06/2024][13:21:48]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:21:48]  | -system -Write Ranking[04/06/2024][13:21:48]  | -system -Write Ranking[04/06/2024][13:24:20]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:24:20]  | -system -Write Ranking[04/06/2024][13:24:20]  | -system -Write Ranking[04/06/2024][13:26:52]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:26:52]  | -system -Write Ranking[04/06/2024][13:26:52]  | -system -Write Ranking[04/06/2024][13:29:24]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:29:24]  | -system -Write Ranking[04/06/2024][13:29:24]  | -system -Write Ranking[04/06/2024][13:31:56]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:31:56]  | -system -Write Ranking[04/06/2024][13:31:56]  | -system -Write Ranking[04/06/2024][13:34:28]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:34:28]  | -system -Write Ranking[04/06/2024][13:34:28]  | -system -Write Ranking[04/06/2024][13:37:01]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:37:01]  | -system -Write Ranking[04/06/2024][13:37:01]  | -system -Write Ranking[04/06/2024][13:39:33]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:39:33]  | -system -Write Ranking[04/06/2024][13:39:33]  | -system -Write Ranking[04/06/2024][13:42:06]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:42:06]  | -system -Write Ranking[04/06/2024][13:42:06]  | -system -Write Ranking[04/06/2024][13:44:38]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][13:44:38]  | -system -Write Ranking[04/06/2024][13:44:38]  | -system -Write Ranking[04/06/2024][13:47:10]  | -system Read 731 ranking entries in 0.47 seconds.
[04/06/2024][13:47:10]  | -system -Write Ranking[04/06/2024][13:47:10]  | -system -Write Ranking[04/06/2024][13:49:42]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:49:42]  | -system -Write Ranking[04/06/2024][13:49:42]  | -system -Write Ranking[04/06/2024][13:52:14]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:52:14]  | -system -Write Ranking[04/06/2024][13:52:14]  | -system -Write Ranking[04/06/2024][13:54:47]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][13:54:47]  | -system -Write Ranking[04/06/2024][13:54:47]  | -system -Write Ranking[04/06/2024][13:57:19]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][13:57:19]  | -system -Write Ranking[04/06/2024][13:57:19]  | -system -Write Ranking[04/06/2024][13:59:53]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][13:59:53]  | -system -Write Ranking[04/06/2024][13:59:53]  | -system -Write Ranking[04/06/2024][14:02:25]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:02:25]  | -system -Write Ranking[04/06/2024][14:02:25]  | -system -Write Ranking[04/06/2024][14:04:57]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:04:57]  | -system -Write Ranking[04/06/2024][14:04:57]  | -system -Write Ranking[04/06/2024][14:07:29]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:07:29]  | -system -Write Ranking[04/06/2024][14:07:29]  | -system -Write Ranking[04/06/2024][14:10:01]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:10:01]  | -system -Write Ranking[04/06/2024][14:10:01]  | -system -Write Ranking[04/06/2024][14:12:33]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:12:33]  | -system -Write Ranking[04/06/2024][14:12:33]  | -system -Write Ranking[04/06/2024][14:15:05]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:15:05]  | -system -Write Ranking[04/06/2024][14:15:05]  | -system -Write Ranking[04/06/2024][14:17:37]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:17:37]  | -system -Write Ranking[04/06/2024][14:17:37]  | -system -Write Ranking[04/06/2024][14:20:10]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:20:10]  | -system -Write Ranking[04/06/2024][14:20:10]  | -system -Write Ranking[04/06/2024][14:22:42]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:22:42]  | -system -Write Ranking[04/06/2024][14:22:42]  | -system -Write Ranking[04/06/2024][14:25:14]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:25:14]  | -system -Write Ranking[04/06/2024][14:25:14]  | -system -Write Ranking[04/06/2024][14:27:46]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:27:46]  | -system -Write Ranking[04/06/2024][14:27:46]  | -system -Write Ranking[04/06/2024][14:30:18]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:30:18]  | -system -Write Ranking[04/06/2024][14:30:18]  | -system -Write Ranking[04/06/2024][14:32:50]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:32:50]  | -system -Write Ranking[04/06/2024][14:32:50]  | -system -Write Ranking[04/06/2024][14:35:22]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:35:22]  | -system -Write Ranking[04/06/2024][14:35:22]  | -system -Write Ranking[04/06/2024][14:37:54]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][14:37:54]  | -system -Write Ranking[04/06/2024][14:37:54]  | -system -Write Ranking[04/06/2024][14:40:27]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:40:27]  | -system -Write Ranking[04/06/2024][14:40:27]  | -system -Write Ranking[04/06/2024][14:42:59]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:42:59]  | -system -Write Ranking[04/06/2024][14:42:59]  | -system -Write Ranking[04/06/2024][14:45:32]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:45:32]  | -system -Write Ranking[04/06/2024][14:45:32]  | -system -Write Ranking[04/06/2024][14:48:04]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:48:04]  | -system -Write Ranking[04/06/2024][14:48:04]  | -system -Write Ranking[04/06/2024][14:50:36]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][14:50:36]  | -system -Write Ranking[04/06/2024][14:50:36]  | -system -Write Ranking[04/06/2024][14:53:08]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][14:53:08]  | -system -Write Ranking[04/06/2024][14:53:08]  | -system -Write Ranking[04/06/2024][14:55:40]  | -system Read 731 ranking entries in 5.12 seconds.
[04/06/2024][14:55:40]  | -system -Write Ranking[04/06/2024][14:55:40]  | -system -Write Ranking[04/06/2024][14:58:12]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][14:58:12]  | -system -Write Ranking[04/06/2024][14:58:12]  | -system -Write Ranking[04/06/2024][15:00:44]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][15:00:44]  | -system -Write Ranking[04/06/2024][15:00:44]  | -system -Write Ranking[04/06/2024][15:03:16]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:03:16]  | -system -Write Ranking[04/06/2024][15:03:16]  | -system -Write Ranking[04/06/2024][15:05:48]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][15:05:48]  | -system -Write Ranking[04/06/2024][15:05:48]  | -system -Write Ranking[04/06/2024][15:08:21]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][15:08:21]  | -system -Write Ranking[04/06/2024][15:08:21]  | -system -Write Ranking[04/06/2024][15:10:53]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][15:10:53]  | -system -Write Ranking[04/06/2024][15:10:53]  | -system -Write Ranking[04/06/2024][15:13:25]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:13:25]  | -system -Write Ranking[04/06/2024][15:13:25]  | -system -Write Ranking[04/06/2024][15:15:57]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][15:15:57]  | -system -Write Ranking[04/06/2024][15:15:57]  | -system -Write Ranking[04/06/2024][15:18:29]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:18:29]  | -system -Write Ranking[04/06/2024][15:18:29]  | -system -Write Ranking[04/06/2024][15:21:01]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:21:01]  | -system -Write Ranking[04/06/2024][15:21:01]  | -system -Write Ranking[04/06/2024][15:23:33]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][15:23:33]  | -system -Write Ranking[04/06/2024][15:23:33]  | -system -Write Ranking[04/06/2024][15:26:05]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:26:05]  | -system -Write Ranking[04/06/2024][15:26:05]  | -system -Write Ranking[04/06/2024][15:28:39]  | -system Read 731 ranking entries in 0.47 seconds.
[04/06/2024][15:28:39]  | -system -Write Ranking[04/06/2024][15:28:39]  | -system -Write Ranking[04/06/2024][15:31:11]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:31:11]  | -system -Write Ranking[04/06/2024][15:31:11]  | -system -Write Ranking[04/06/2024][15:33:44]  | -system Read 731 ranking entries in 1.18 seconds.
