[30/05/2024][16:58:06]  | -system start log[30/05/2024][17:00:38]  | -system Read 615 ranking entries in 1.18 seconds.
[30/05/2024][18:57:55]  | -system -Write Ranking[30/05/2024][18:57:55]  | -system -Write Ranking[30/05/2024][19:00:27]  | -system Read 628 ranking entries in 0.47 seconds.
[30/05/2024][19:00:27]  | -system -Write Ranking[30/05/2024][19:00:27]  | -system -Write Ranking[30/05/2024][19:02:59]  | -system Read 628 ranking entries in 1.2 seconds.
[30/05/2024][19:02:59]  | -system -Write Ranking[30/05/2024][19:02:59]  | -system -Write Ranking[30/05/2024][19:05:33]  | -system Read 628 ranking entries in 1.18 seconds.
[30/05/2024][19:05:33]  | -system -Write Ranking[30/05/2024][19:05:33]  | -system -Write Ranking[30/05/2024][19:08:05]  | -system Read 628 ranking entries in 0.47 seconds.
[30/05/2024][19:08:05]  | -system -Write Ranking[30/05/2024][19:08:05]  | -system -Write Ranking[30/05/2024][19:10:39]  | -system Read 628 ranking entries in 0.47 seconds.
[30/05/2024][19:10:39]  | -system -Write Ranking[30/05/2024][19:10:39]  | -system -Write Ranking[30/05/2024][19:13:11]  | -system Read 629 ranking entries in 1.2 seconds.
[30/05/2024][19:13:11]  | -system -Write Ranking[30/05/2024][19:13:11]  | -system -Write Ranking[30/05/2024][19:15:43]  | -system Read 630 ranking entries in 1.2 seconds.
[30/05/2024][19:15:43]  | -system -Write Ranking[30/05/2024][19:15:43]  | -system -Write Ranking[30/05/2024][19:18:17]  | -system Read 630 ranking entries in 1.2 seconds.
[30/05/2024][19:18:17]  | -system -Write Ranking[30/05/2024][19:18:17]  | -system -Write Ranking[30/05/2024][19:20:51]  | -system Read 630 ranking entries in 1.2 seconds.
[30/05/2024][19:20:51]  | -system -Write Ranking[30/05/2024][19:20:51]  | -system -Write Ranking[30/05/2024][19:23:23]  | -system Read 630 ranking entries in 1.18 seconds.
[30/05/2024][19:23:23]  | -system -Write Ranking[30/05/2024][19:23:23]  | -system -Write Ranking[30/05/2024][19:25:56]  | -system Read 630 ranking entries in 0.47 seconds.
[30/05/2024][19:25:56]  | -system -Write Ranking[30/05/2024][19:25:56]  | -system -Write Ranking[30/05/2024][19:28:31]  | -system Read 630 ranking entries in 1.2 seconds.
[30/05/2024][19:28:31]  | -system -Write Ranking[30/05/2024][19:28:31]  | -system -Write Ranking[30/05/2024][19:31:03]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:31:03]  | -system -Write Ranking[30/05/2024][19:31:03]  | -system -Write Ranking[30/05/2024][19:33:35]  | -system Read 631 ranking entries in 0.46 seconds.
[30/05/2024][19:33:35]  | -system -Write Ranking[30/05/2024][19:33:35]  | -system -Write Ranking[30/05/2024][19:36:07]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:36:07]  | -system -Write Ranking[30/05/2024][19:36:07]  | -system -Write Ranking[30/05/2024][19:38:39]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:38:39]  | -system -Write Ranking[30/05/2024][19:38:39]  | -system -Write Ranking[30/05/2024][19:41:11]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:41:11]  | -system -Write Ranking[30/05/2024][19:41:11]  | -system -Write Ranking[30/05/2024][19:43:46]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:43:46]  | -system -Write Ranking[30/05/2024][19:43:46]  | -system -Write Ranking[30/05/2024][19:46:18]  | -system Read 631 ranking entries in 0.46 seconds.
[30/05/2024][19:46:18]  | -system -Write Ranking[30/05/2024][19:46:18]  | -system -Write Ranking[30/05/2024][19:48:50]  | -system Read 631 ranking entries in 0.46 seconds.
[30/05/2024][19:48:50]  | -system -Write Ranking[30/05/2024][19:48:50]  | -system -Write Ranking[30/05/2024][19:51:23]  | -system Read 631 ranking entries in 1.2 seconds.
[30/05/2024][19:51:23]  | -system -Write Ranking[30/05/2024][19:51:23]  | -system -Write Ranking[30/05/2024][19:53:55]  | -system Read 631 ranking entries in 1.18 seconds.
[30/05/2024][19:53:55]  | -system -Write Ranking[30/05/2024][19:53:55]  | -system -Write Ranking[30/05/2024][19:56:27]  | -system Read 631 ranking entries in 1.3 seconds.
[30/05/2024][19:56:27]  | -system -Write Ranking[30/05/2024][19:56:27]  | -system -Write Ranking[30/05/2024][19:58:59]  | -system Read 631 ranking entries in 1.3 seconds.
[30/05/2024][19:58:59]  | -system -Write Ranking[30/05/2024][19:58:59]  | -system -Write Ranking[30/05/2024][20:01:31]  | -system Read 631 ranking entries in 1.18 seconds.
[30/05/2024][20:01:31]  | -system -Write Ranking[30/05/2024][20:01:31]  | -system -Write Ranking[30/05/2024][20:04:04]  | -system Read 631 ranking entries in 0.47 seconds.
[30/05/2024][20:04:04]  | -system -Write Ranking[30/05/2024][20:04:04]  | -system -Write Ranking[30/05/2024][20:06:36]  | -system Read 631 ranking entries in 0.47 seconds.
[30/05/2024][20:06:36]  | -system -Write Ranking[30/05/2024][20:06:36]  | -system -Write Ranking[30/05/2024][20:09:08]  | -system Read 631 ranking entries in 1.3 seconds.
[30/05/2024][20:09:08]  | -system -Write Ranking[30/05/2024][20:09:08]  | -system -Write Ranking[30/05/2024][20:11:43]  | -system Read 631 ranking entries in 1.3 seconds.
[30/05/2024][20:11:43]  | -system -Write Ranking[30/05/2024][20:11:43]  | -system -Write Ranking[30/05/2024][20:14:19]  | -system Read 631 ranking entries in 4.10 seconds.
[30/05/2024][20:14:23]  | -system -Write Ranking[30/05/2024][20:14:23]  | -system -Write Ranking[30/05/2024][20:14:27]  | Black err createchar EEXIST[30/05/2024][20:15:01]  | Blood err createchar EEXIST[30/05/2024][20:16:54]  | -system Read 633 ranking entries in 0.47 seconds.
[30/05/2024][20:16:54]  | -system -Write Ranking[30/05/2024][20:16:54]  | -system -Write Ranking[30/05/2024][20:19:26]  | -system Read 633 ranking entries in 1.3 seconds.
[30/05/2024][20:19:26]  | -system -Write Ranking[30/05/2024][20:19:26]  | -system -Write Ranking[30/05/2024][20:21:59]  | -system Read 633 ranking entries in 1.3 seconds.
[30/05/2024][20:21:59]  | -system -Write Ranking[30/05/2024][20:21:59]  | -system -Write Ranking[30/05/2024][20:24:31]  | -system Read 633 ranking entries in 1.18 seconds.
[30/05/2024][20:24:31]  | -system -Write Ranking[30/05/2024][20:24:31]  | -system -Write Ranking[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:24:37]  | -system err,savenquit1 47 -1 0  EYEVISION8[30/05/2024][20:27:05]  | -system Read 633 ranking entries in 1.18 seconds.
[30/05/2024][20:27:05]  | -system -Write Ranking[30/05/2024][20:27:05]  | -system -Write Ranking[30/05/2024][20:29:37]  | -system Read 634 ranking entries in 0.47 seconds.
[30/05/2024][20:29:37]  | -system -Write Ranking[30/05/2024][20:29:37]  | -system -Write Ranking[30/05/2024][20:32:11]  | -system Read 634 ranking entries in 1.3 seconds.
[30/05/2024][20:32:11]  | -system -Write Ranking[30/05/2024][20:32:11]  | -system -Write Ranking[30/05/2024][20:34:43]  | -system Read 634 ranking entries in 1.3 seconds.
[30/05/2024][20:34:43]  | -system -Write Ranking[30/05/2024][20:34:43]  | -system -Write Ranking[30/05/2024][20:37:16]  | -system Read 634 ranking entries in 0.47 seconds.
[30/05/2024][20:37:16]  | -system -Write Ranking[30/05/2024][20:37:16]  | -system -Write Ranking[30/05/2024][20:39:48]  | -system Read 634 ranking entries in 1.3 seconds.
[30/05/2024][20:39:48]  | -system -Write Ranking[30/05/2024][20:39:48]  | -system -Write Ranking[30/05/2024][20:42:21]  | -system Read 634 ranking entries in 1.3 seconds.
[30/05/2024][20:42:21]  | -system -Write Ranking[30/05/2024][20:42:21]  | -system -Write Ranking[30/05/2024][20:44:54]  | -system Read 634 ranking entries in 1.3 seconds.
[30/05/2024][20:44:54]  | -system -Write Ranking[30/05/2024][20:44:54]  | -system -Write Ranking[30/05/2024][20:47:26]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][20:47:26]  | -system -Write Ranking[30/05/2024][20:47:26]  | -system -Write Ranking[30/05/2024][20:49:58]  | -system Read 634 ranking entries in 0.47 seconds.
[30/05/2024][20:49:58]  | -system -Write Ranking[30/05/2024][20:49:58]  | -system -Write Ranking[30/05/2024][20:52:30]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][20:52:30]  | -system -Write Ranking[30/05/2024][20:52:30]  | -system -Write Ranking[30/05/2024][20:55:02]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][20:55:02]  | -system -Write Ranking[30/05/2024][20:55:02]  | -system -Write Ranking[30/05/2024][20:57:35]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][20:57:35]  | -system -Write Ranking[30/05/2024][20:57:35]  | -system -Write Ranking[30/05/2024][21:00:10]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][21:00:10]  | -system -Write Ranking[30/05/2024][21:00:10]  | -system -Write Ranking[30/05/2024][21:02:45]  | -system Read 634 ranking entries in 0.47 seconds.
[30/05/2024][21:02:45]  | -system -Write Ranking[30/05/2024][21:02:45]  | -system -Write Ranking[30/05/2024][21:05:17]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][21:05:17]  | -system -Write Ranking[30/05/2024][21:05:17]  | -system -Write Ranking[30/05/2024][21:07:49]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][21:07:49]  | -system -Write Ranking[30/05/2024][21:07:49]  | -system -Write Ranking[30/05/2024][21:10:22]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][21:10:22]  | -system -Write Ranking[30/05/2024][21:10:22]  | -system -Write Ranking[30/05/2024][21:12:54]  | -system Read 634 ranking entries in 1.2 seconds.
[30/05/2024][21:12:54]  | -system -Write Ranking[30/05/2024][21:12:54]  | -system -Write Ranking[30/05/2024][21:15:27]  | -system Read 634 ranking entries in 0.47 seconds.
[30/05/2024][21:15:27]  | -system -Write Ranking[30/05/2024][21:15:27]  | -system -Write Ranking[30/05/2024][21:17:59]  | -system Read 635 ranking entries in 0.47 seconds.
[30/05/2024][21:17:59]  | -system -Write Ranking[30/05/2024][21:17:59]  | -system -Write Ranking[30/05/2024][21:20:31]  | -system Read 635 ranking entries in 1.2 seconds.
[30/05/2024][21:20:31]  | -system -Write Ranking[30/05/2024][21:20:31]  | -system -Write Ranking[30/05/2024][21:23:04]  | -system Read 635 ranking entries in 1.2 seconds.
[30/05/2024][21:23:04]  | -system -Write Ranking[30/05/2024][21:23:04]  | -system -Write Ranking[30/05/2024][21:25:36]  | -system Read 635 ranking entries in 1.2 seconds.
[30/05/2024][21:25:36]  | -system -Write Ranking[30/05/2024][21:25:36]  | -system -Write Ranking[30/05/2024][21:28:08]  | -system Read 635 ranking entries in 1.2 seconds.
[30/05/2024][21:28:08]  | -system -Write Ranking[30/05/2024][21:28:08]  | -system -Write Ranking[30/05/2024][21:30:40]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][21:30:40]  | -system -Write Ranking[30/05/2024][21:30:40]  | -system -Write Ranking[30/05/2024][21:33:12]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:33:12]  | -system -Write Ranking[30/05/2024][21:33:12]  | -system -Write Ranking[30/05/2024][21:35:44]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:35:44]  | -system -Write Ranking[30/05/2024][21:35:44]  | -system -Write Ranking[30/05/2024][21:38:16]  | -system Read 636 ranking entries in 0.46 seconds.
[30/05/2024][21:38:16]  | -system -Write Ranking[30/05/2024][21:38:16]  | -system -Write Ranking[30/05/2024][21:40:48]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:40:48]  | -system -Write Ranking[30/05/2024][21:40:48]  | -system -Write Ranking[30/05/2024][21:43:22]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:43:22]  | -system -Write Ranking[30/05/2024][21:43:22]  | -system -Write Ranking[30/05/2024][21:45:54]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:45:54]  | -system -Write Ranking[30/05/2024][21:45:54]  | -system -Write Ranking[30/05/2024][21:48:28]  | -system Read 636 ranking entries in 0.46 seconds.
[30/05/2024][21:48:28]  | -system -Write Ranking[30/05/2024][21:48:28]  | -system -Write Ranking[30/05/2024][21:51:00]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:51:00]  | -system -Write Ranking[30/05/2024][21:51:00]  | -system -Write Ranking[30/05/2024][21:53:32]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][21:53:32]  | -system -Write Ranking[30/05/2024][21:53:32]  | -system -Write Ranking[30/05/2024][21:56:04]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][21:56:04]  | -system -Write Ranking[30/05/2024][21:56:04]  | -system -Write Ranking[30/05/2024][21:58:37]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][21:58:37]  | -system -Write Ranking[30/05/2024][21:58:37]  | -system -Write Ranking[30/05/2024][22:01:09]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][22:01:09]  | -system -Write Ranking[30/05/2024][22:01:09]  | -system -Write Ranking[30/05/2024][22:03:43]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][22:03:43]  | -system -Write Ranking[30/05/2024][22:03:43]  | -system -Write Ranking[30/05/2024][22:06:16]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:06:16]  | -system -Write Ranking[30/05/2024][22:06:16]  | -system -Write Ranking[30/05/2024][22:08:48]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][22:08:48]  | -system -Write Ranking[30/05/2024][22:08:48]  | -system -Write Ranking[30/05/2024][22:11:21]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][22:11:21]  | -system -Write Ranking[30/05/2024][22:11:21]  | -system -Write Ranking[30/05/2024][22:13:54]  | -system Read 636 ranking entries in 1.50 seconds.
[30/05/2024][22:13:54]  | -system -Write Ranking[30/05/2024][22:13:54]  | -system -Write Ranking[30/05/2024][22:16:33]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][22:16:33]  | -system -Write Ranking[30/05/2024][22:16:33]  | -system -Write Ranking[30/05/2024][22:19:06]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:19:06]  | -system -Write Ranking[30/05/2024][22:19:06]  | -system -Write Ranking[30/05/2024][22:21:38]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][22:21:38]  | -system -Write Ranking[30/05/2024][22:21:38]  | -system -Write Ranking[30/05/2024][22:24:10]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][22:24:10]  | -system -Write Ranking[30/05/2024][22:24:10]  | -system -Write Ranking[30/05/2024][22:26:42]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:26:42]  | -system -Write Ranking[30/05/2024][22:26:42]  | -system -Write Ranking[30/05/2024][22:29:15]  | -system Read 636 ranking entries in 0.46 seconds.
[30/05/2024][22:29:15]  | -system -Write Ranking[30/05/2024][22:29:15]  | -system -Write Ranking[30/05/2024][22:31:51]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][22:31:51]  | -system -Write Ranking[30/05/2024][22:31:51]  | -system -Write Ranking[30/05/2024][22:34:28]  | -system Read 636 ranking entries in 0.46 seconds.
[30/05/2024][22:34:28]  | -system -Write Ranking[30/05/2024][22:34:28]  | -system -Write Ranking[30/05/2024][22:37:00]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][22:37:00]  | -system -Write Ranking[30/05/2024][22:37:00]  | -system -Write Ranking[30/05/2024][22:39:32]  | -system Read 636 ranking entries in 1.2 seconds.
[30/05/2024][22:39:32]  | -system -Write Ranking[30/05/2024][22:39:32]  | -system -Write Ranking[30/05/2024][22:42:04]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:42:04]  | -system -Write Ranking[30/05/2024][22:42:04]  | -system -Write Ranking[30/05/2024][22:44:36]  | -system Read 636 ranking entries in 0.46 seconds.
[30/05/2024][22:44:36]  | -system -Write Ranking[30/05/2024][22:44:36]  | -system -Write Ranking[30/05/2024][22:47:08]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:47:08]  | -system -Write Ranking[30/05/2024][22:47:08]  | -system -Write Ranking[30/05/2024][22:49:40]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][22:49:40]  | -system -Write Ranking[30/05/2024][22:49:40]  | -system -Write Ranking[30/05/2024][22:52:13]  | -system Read 636 ranking entries in 11.27 seconds.
[30/05/2024][22:52:13]  | -system -Write Ranking[30/05/2024][22:52:13]  | -system -Write Ranking[30/05/2024][22:54:46]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][22:54:46]  | -system -Write Ranking[30/05/2024][22:54:46]  | -system -Write Ranking[30/05/2024][22:57:18]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][22:57:18]  | -system -Write Ranking[30/05/2024][22:57:18]  | -system -Write Ranking[30/05/2024][22:59:50]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][22:59:50]  | -system -Write Ranking[30/05/2024][22:59:50]  | -system -Write Ranking[30/05/2024][23:02:22]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][23:02:22]  | -system -Write Ranking[30/05/2024][23:02:22]  | -system -Write Ranking[30/05/2024][23:04:57]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][23:04:57]  | -system -Write Ranking[30/05/2024][23:04:57]  | -system -Write Ranking[30/05/2024][23:07:31]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][23:07:31]  | -system -Write Ranking[30/05/2024][23:07:31]  | -system -Write Ranking[30/05/2024][23:10:04]  | -system Read 636 ranking entries in 1.18 seconds.
[30/05/2024][23:10:04]  | -system -Write Ranking[30/05/2024][23:10:04]  | -system -Write Ranking[30/05/2024][23:12:39]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][23:12:39]  | -system -Write Ranking[30/05/2024][23:12:39]  | -system -Write Ranking[30/05/2024][23:15:12]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][23:15:12]  | -system -Write Ranking[30/05/2024][23:15:12]  | -system -Write Ranking[30/05/2024][23:17:44]  | -system Read 636 ranking entries in 1.3 seconds.
[30/05/2024][23:17:44]  | -system -Write Ranking[30/05/2024][23:17:44]  | -system -Write Ranking[30/05/2024][23:20:18]  | -system Read 636 ranking entries in 0.47 seconds.
[30/05/2024][23:20:18]  | -system -Write Ranking[30/05/2024][23:20:18]  | -system -Write Ranking[30/05/2024][23:22:54]  | -system Read 636 ranking entries in 0.47 seconds.
