[02/06/2024][09:13:35]  | -system start log[02/06/2024][09:16:09]  | -system Read 706 ranking entries in 1.18 seconds.
[02/06/2024][12:09:13]  | -system -Write Ranking[02/06/2024][12:09:13]  | -system -Write Ranking[02/06/2024][12:11:47]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:11:47]  | -system -Write Ranking[02/06/2024][12:11:47]  | -system -Write Ranking[02/06/2024][12:14:19]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:14:19]  | -system -Write Ranking[02/06/2024][12:14:19]  | -system -Write Ranking[02/06/2024][12:16:51]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:16:51]  | -system -Write Ranking[02/06/2024][12:16:51]  | -system -Write Ranking[02/06/2024][12:19:23]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][12:19:23]  | -system -Write Ranking[02/06/2024][12:19:23]  | -system -Write Ranking[02/06/2024][12:21:55]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][12:21:55]  | -system -Write Ranking[02/06/2024][12:21:55]  | -system -Write Ranking[02/06/2024][12:24:27]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][12:24:27]  | -system -Write Ranking[02/06/2024][12:24:27]  | -system -Write Ranking[02/06/2024][12:27:00]  | -system Read 708 ranking entries in 1.34 seconds.
[02/06/2024][12:27:00]  | -system -Write Ranking[02/06/2024][12:27:00]  | -system -Write Ranking[02/06/2024][12:29:32]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:29:32]  | -system -Write Ranking[02/06/2024][12:29:32]  | -system -Write Ranking[02/06/2024][12:32:07]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:32:07]  | -system -Write Ranking[02/06/2024][12:32:07]  | -system -Write Ranking[02/06/2024][12:34:39]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:34:39]  | -system -Write Ranking[02/06/2024][12:34:39]  | -system -Write Ranking[02/06/2024][12:37:12]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][12:37:12]  | -system -Write Ranking[02/06/2024][12:37:12]  | -system -Write Ranking[02/06/2024][12:39:45]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:39:45]  | -system -Write Ranking[02/06/2024][12:39:45]  | -system -Write Ranking[02/06/2024][12:42:17]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][12:42:17]  | -system -Write Ranking[02/06/2024][12:42:17]  | -system -Write Ranking[02/06/2024][12:44:49]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:44:49]  | -system -Write Ranking[02/06/2024][12:44:49]  | -system -Write Ranking[02/06/2024][12:45:10]  | -system err,savenquit1 117 -1 0  CAPORAL3[02/06/2024][12:47:21]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:47:21]  | -system -Write Ranking[02/06/2024][12:47:21]  | -system -Write Ranking[02/06/2024][12:49:53]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:49:53]  | -system -Write Ranking[02/06/2024][12:49:53]  | -system -Write Ranking[02/06/2024][12:52:27]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:52:27]  | -system -Write Ranking[02/06/2024][12:52:27]  | -system -Write Ranking[02/06/2024][12:54:59]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][12:54:59]  | -system -Write Ranking[02/06/2024][12:54:59]  | -system -Write Ranking[02/06/2024][12:57:34]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][12:57:34]  | -system -Write Ranking[02/06/2024][12:57:34]  | -system -Write Ranking[02/06/2024][13:00:09]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][13:00:09]  | -system -Write Ranking[02/06/2024][13:00:09]  | -system -Write Ranking[02/06/2024][13:02:44]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:02:44]  | -system -Write Ranking[02/06/2024][13:02:44]  | -system -Write Ranking[02/06/2024][13:05:16]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:05:16]  | -system -Write Ranking[02/06/2024][13:05:16]  | -system -Write Ranking[02/06/2024][13:07:49]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:07:49]  | -system -Write Ranking[02/06/2024][13:07:49]  | -system -Write Ranking[02/06/2024][13:10:21]  | -system Read 708 ranking entries in 1.3 seconds.
[02/06/2024][13:10:21]  | -system -Write Ranking[02/06/2024][13:10:21]  | -system -Write Ranking[02/06/2024][13:12:54]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:12:54]  | -system -Write Ranking[02/06/2024][13:12:54]  | -system -Write Ranking[02/06/2024][13:15:26]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:15:26]  | -system -Write Ranking[02/06/2024][13:15:26]  | -system -Write Ranking[02/06/2024][13:18:00]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][13:18:00]  | -system -Write Ranking[02/06/2024][13:18:00]  | -system -Write Ranking[02/06/2024][13:20:33]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][13:20:33]  | -system -Write Ranking[02/06/2024][13:20:33]  | -system -Write Ranking[02/06/2024][13:23:08]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:23:08]  | -system -Write Ranking[02/06/2024][13:23:08]  | -system -Write Ranking[02/06/2024][13:25:40]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][13:25:40]  | -system -Write Ranking[02/06/2024][13:25:40]  | -system -Write Ranking[02/06/2024][13:28:13]  | -system Read 708 ranking entries in 1.18 seconds.
[02/06/2024][13:28:13]  | -system -Write Ranking[02/06/2024][13:28:13]  | -system -Write Ranking[02/06/2024][13:30:46]  | -system Read 708 ranking entries in 11.11 seconds.
[02/06/2024][13:30:46]  | -system -Write Ranking[02/06/2024][13:30:46]  | -system -Write Ranking[02/06/2024][13:33:17]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][13:33:17]  | -system -Write Ranking[02/06/2024][13:33:17]  | -system -Write Ranking[02/06/2024][13:35:52]  | -system Read 708 ranking entries in 1.2 seconds.
[02/06/2024][13:35:52]  | -system -Write Ranking[02/06/2024][13:35:52]  | -system -Write Ranking[02/06/2024][13:38:29]  | -system Read 709 ranking entries in 1.2 seconds.
[02/06/2024][13:38:29]  | -system -Write Ranking[02/06/2024][13:38:29]  | -system -Write Ranking[02/06/2024][13:41:01]  | -system Read 709 ranking entries in 1.18 seconds.
[02/06/2024][13:41:01]  | -system -Write Ranking[02/06/2024][13:41:01]  | -system -Write Ranking[02/06/2024][13:43:35]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][13:43:35]  | -system -Write Ranking[02/06/2024][13:43:35]  | -system -Write Ranking[02/06/2024][13:46:07]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][13:46:07]  | -system -Write Ranking[02/06/2024][13:46:07]  | -system -Write Ranking[02/06/2024][13:48:39]  | -system Read 710 ranking entries in 1.18 seconds.
[02/06/2024][13:48:39]  | -system -Write Ranking[02/06/2024][13:48:39]  | -system -Write Ranking[02/06/2024][13:51:11]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][13:51:11]  | -system -Write Ranking[02/06/2024][13:51:11]  | -system -Write Ranking[02/06/2024][13:53:43]  | -system Read 710 ranking entries in 1.18 seconds.
[02/06/2024][13:53:43]  | -system -Write Ranking[02/06/2024][13:53:43]  | -system -Write Ranking[02/06/2024][13:56:16]  | -system Read 710 ranking entries in 1.18 seconds.
[02/06/2024][13:56:16]  | -system -Write Ranking[02/06/2024][13:56:16]  | -system -Write Ranking[02/06/2024][13:58:48]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][13:58:48]  | -system -Write Ranking[02/06/2024][13:58:48]  | -system -Write Ranking[02/06/2024][14:01:21]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][14:01:21]  | -system -Write Ranking[02/06/2024][14:01:21]  | -system -Write Ranking[02/06/2024][14:03:53]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][14:03:53]  | -system -Write Ranking[02/06/2024][14:03:53]  | -system -Write Ranking[02/06/2024][14:06:26]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][14:06:26]  | -system -Write Ranking[02/06/2024][14:06:26]  | -system -Write Ranking[02/06/2024][14:08:58]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][14:08:58]  | -system -Write Ranking[02/06/2024][14:08:58]  | -system -Write Ranking[02/06/2024][14:11:30]  | -system Read 710 ranking entries in 1.2 seconds.
[02/06/2024][14:11:30]  | -system -Write Ranking[02/06/2024][14:11:30]  | -system -Write Ranking[02/06/2024][14:14:02]  | -system Read 710 ranking entries in 0.46 seconds.
[02/06/2024][14:14:02]  | -system -Write Ranking[02/06/2024][14:14:02]  | -system -Write Ranking[02/06/2024][14:16:34]  | -system Read 710 ranking entries in 1.18 seconds.
[02/06/2024][14:16:34]  | -system -Write Ranking[02/06/2024][14:16:34]  | -system -Write Ranking[02/06/2024][14:19:06]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][14:19:06]  | -system -Write Ranking[02/06/2024][14:19:06]  | -system -Write Ranking[02/06/2024][14:21:39]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][14:21:39]  | -system -Write Ranking[02/06/2024][14:21:39]  | -system -Write Ranking[02/06/2024][14:24:11]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][14:24:11]  | -system -Write Ranking[02/06/2024][14:24:11]  | -system -Write Ranking[02/06/2024][14:26:46]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][14:26:46]  | -system -Write Ranking[02/06/2024][14:26:46]  | -system -Write Ranking[02/06/2024][14:26:52]  | -system err,savenquit1 76 -1 0  PEPE4[02/06/2024][14:29:18]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:29:18]  | -system -Write Ranking[02/06/2024][14:29:18]  | -system -Write Ranking[02/06/2024][14:31:50]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:31:50]  | -system -Write Ranking[02/06/2024][14:31:50]  | -system -Write Ranking[02/06/2024][14:34:22]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:34:22]  | -system -Write Ranking[02/06/2024][14:34:22]  | -system -Write Ranking[02/06/2024][14:36:55]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:36:55]  | -system -Write Ranking[02/06/2024][14:36:55]  | -system -Write Ranking[02/06/2024][14:39:27]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:39:27]  | -system -Write Ranking[02/06/2024][14:39:27]  | -system -Write Ranking[02/06/2024][14:41:59]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][14:41:59]  | -system -Write Ranking[02/06/2024][14:41:59]  | -system -Write Ranking[02/06/2024][14:44:31]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:44:31]  | -system -Write Ranking[02/06/2024][14:44:31]  | -system -Write Ranking[02/06/2024][14:47:05]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:47:05]  | -system -Write Ranking[02/06/2024][14:47:05]  | -system -Write Ranking[02/06/2024][14:49:37]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:49:37]  | -system -Write Ranking[02/06/2024][14:49:37]  | -system -Write Ranking[02/06/2024][14:52:09]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:52:09]  | -system -Write Ranking[02/06/2024][14:52:09]  | -system -Write Ranking[02/06/2024][14:54:41]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:54:41]  | -system -Write Ranking[02/06/2024][14:54:41]  | -system -Write Ranking[02/06/2024][14:57:15]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:57:15]  | -system -Write Ranking[02/06/2024][14:57:15]  | -system -Write Ranking[02/06/2024][14:59:47]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][14:59:47]  | -system -Write Ranking[02/06/2024][14:59:47]  | -system -Write Ranking[02/06/2024][15:02:19]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][15:02:19]  | -system -Write Ranking[02/06/2024][15:02:19]  | -system -Write Ranking[02/06/2024][15:04:55]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:04:55]  | -system -Write Ranking[02/06/2024][15:04:55]  | -system -Write Ranking[02/06/2024][15:07:28]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:07:28]  | -system -Write Ranking[02/06/2024][15:07:28]  | -system -Write Ranking[02/06/2024][15:10:00]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:10:00]  | -system -Write Ranking[02/06/2024][15:10:00]  | -system -Write Ranking[02/06/2024][15:12:34]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][15:12:34]  | -system -Write Ranking[02/06/2024][15:12:34]  | -system -Write Ranking[02/06/2024][15:15:06]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:15:06]  | -system -Write Ranking[02/06/2024][15:15:06]  | -system -Write Ranking[02/06/2024][15:17:38]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:17:38]  | -system -Write Ranking[02/06/2024][15:17:38]  | -system -Write Ranking[02/06/2024][15:20:10]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:20:10]  | -system -Write Ranking[02/06/2024][15:20:10]  | -system -Write Ranking[02/06/2024][15:22:45]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:22:45]  | -system -Write Ranking[02/06/2024][15:22:45]  | -system -Write Ranking[02/06/2024][15:25:17]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:25:17]  | -system -Write Ranking[02/06/2024][15:25:17]  | -system -Write Ranking[02/06/2024][15:27:49]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:27:49]  | -system -Write Ranking[02/06/2024][15:27:49]  | -system -Write Ranking[02/06/2024][15:30:21]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:30:21]  | -system -Write Ranking[02/06/2024][15:30:21]  | -system -Write Ranking[02/06/2024][15:32:56]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][15:32:56]  | -system -Write Ranking[02/06/2024][15:32:56]  | -system -Write Ranking[02/06/2024][15:35:28]  | -system Read 711 ranking entries in 1.34 seconds.
[02/06/2024][15:35:28]  | -system -Write Ranking[02/06/2024][15:35:28]  | -system -Write Ranking[02/06/2024][15:38:03]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:38:03]  | -system -Write Ranking[02/06/2024][15:38:03]  | -system -Write Ranking[02/06/2024][15:40:36]  | -system Read 711 ranking entries in 10.55 seconds.
[02/06/2024][15:40:36]  | -system -Write Ranking[02/06/2024][15:40:36]  | -system -Write Ranking[02/06/2024][15:43:08]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:43:08]  | -system -Write Ranking[02/06/2024][15:43:08]  | -system -Write Ranking[02/06/2024][15:45:40]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:45:40]  | -system -Write Ranking[02/06/2024][15:45:40]  | -system -Write Ranking[02/06/2024][15:48:12]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:48:12]  | -system -Write Ranking[02/06/2024][15:48:12]  | -system -Write Ranking[02/06/2024][15:50:44]  | -system Read 711 ranking entries in 1.2 seconds.
