[31/05/2024][11:15:38]  | -system start log[31/05/2024][11:18:10]  | -system Read 651 ranking entries in 0.47 seconds.
[31/05/2024][15:05:02]  | -system -Write Ranking[31/05/2024][15:05:02]  | -system -Write Ranking[31/05/2024][15:07:35]  | -system Read 662 ranking entries in 1.2 seconds.
[31/05/2024][15:07:35]  | -system -Write Ranking[31/05/2024][15:07:35]  | -system -Write Ranking[31/05/2024][15:10:07]  | -system Read 662 ranking entries in 0.46 seconds.
[31/05/2024][15:10:07]  | -system -Write Ranking[31/05/2024][15:10:07]  | -system -Write Ranking[31/05/2024][15:12:43]  | -system Read 662 ranking entries in 1.2 seconds.
[31/05/2024][15:12:43]  | -system -Write Ranking[31/05/2024][15:12:43]  | -system -Write Ranking[31/05/2024][15:15:15]  | -system Read 662 ranking entries in 1.3 seconds.
[31/05/2024][15:15:15]  | -system -Write Ranking[31/05/2024][15:15:15]  | -system -Write Ranking[31/05/2024][15:17:47]  | -system Read 662 ranking entries in 1.3 seconds.
[31/05/2024][15:17:47]  | -system -Write Ranking[31/05/2024][15:17:47]  | -system -Write Ranking[31/05/2024][15:20:20]  | -system Read 662 ranking entries in 0.47 seconds.
[31/05/2024][15:20:20]  | -system -Write Ranking[31/05/2024][15:20:20]  | -system -Write Ranking[31/05/2024][15:22:52]  | -system Read 662 ranking entries in 0.47 seconds.
[31/05/2024][15:22:52]  | -system -Write Ranking[31/05/2024][15:22:52]  | -system -Write Ranking[31/05/2024][15:25:26]  | -system Read 662 ranking entries in 1.3 seconds.
[31/05/2024][15:25:26]  | -system -Write Ranking[31/05/2024][15:25:26]  | -system -Write Ranking[31/05/2024][15:28:03]  | -system Read 662 ranking entries in 1.3 seconds.
[31/05/2024][15:28:03]  | -system -Write Ranking[31/05/2024][15:28:03]  | -system -Write Ranking[31/05/2024][15:30:36]  | -system Read 663 ranking entries in 1.3 seconds.
[31/05/2024][15:30:36]  | -system -Write Ranking[31/05/2024][15:30:36]  | -system -Write Ranking[31/05/2024][15:33:08]  | -system Read 663 ranking entries in 1.18 seconds.
[31/05/2024][15:33:08]  | -system -Write Ranking[31/05/2024][15:33:08]  | -system -Write Ranking[31/05/2024][15:35:43]  | -system Read 666 ranking entries in 1.3 seconds.
[31/05/2024][15:35:43]  | -system -Write Ranking[31/05/2024][15:35:43]  | -system -Write Ranking[31/05/2024][15:38:15]  | -system Read 667 ranking entries in 1.3 seconds.
[31/05/2024][15:38:15]  | -system -Write Ranking[31/05/2024][15:38:15]  | -system -Write Ranking[31/05/2024][15:40:48]  | -system Read 667 ranking entries in 1.3 seconds.
[31/05/2024][15:40:48]  | -system -Write Ranking[31/05/2024][15:40:48]  | -system -Write Ranking[31/05/2024][15:43:21]  | -system Read 667 ranking entries in 1.3 seconds.
[31/05/2024][15:43:21]  | -system -Write Ranking[31/05/2024][15:43:21]  | -system -Write Ranking[31/05/2024][15:45:53]  | -system Read 667 ranking entries in 1.3 seconds.
[31/05/2024][15:45:53]  | -system -Write Ranking[31/05/2024][15:45:53]  | -system -Write Ranking[31/05/2024][15:48:27]  | -system Read 667 ranking entries in 0.47 seconds.
[31/05/2024][15:48:27]  | -system -Write Ranking[31/05/2024][15:48:27]  | -system -Write Ranking[31/05/2024][15:50:59]  | -system Read 668 ranking entries in 1.18 seconds.
[31/05/2024][15:50:59]  | -system -Write Ranking[31/05/2024][15:50:59]  | -system -Write Ranking[31/05/2024][15:53:31]  | -system Read 668 ranking entries in 1.3 seconds.
[31/05/2024][15:53:31]  | -system -Write Ranking[31/05/2024][15:53:31]  | -system -Write Ranking[31/05/2024][15:56:04]  | -system Read 668 ranking entries in 1.3 seconds.
[31/05/2024][15:56:04]  | -system -Write Ranking[31/05/2024][15:56:04]  | -system -Write Ranking[31/05/2024][15:58:36]  | -system Read 669 ranking entries in 1.3 seconds.
[31/05/2024][15:58:36]  | -system -Write Ranking[31/05/2024][15:58:36]  | -system -Write Ranking[31/05/2024][16:01:09]  | -system Read 671 ranking entries in 12.45 seconds.
[31/05/2024][16:01:09]  | -system -Write Ranking[31/05/2024][16:01:09]  | -system -Write Ranking[31/05/2024][16:03:40]  | -system Read 671 ranking entries in 1.3 seconds.
[31/05/2024][16:03:40]  | -system -Write Ranking[31/05/2024][16:03:40]  | -system -Write Ranking[31/05/2024][16:06:13]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:06:13]  | -system -Write Ranking[31/05/2024][16:06:13]  | -system -Write Ranking[31/05/2024][16:08:45]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:08:45]  | -system -Write Ranking[31/05/2024][16:08:45]  | -system -Write Ranking[31/05/2024][16:11:17]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:11:17]  | -system -Write Ranking[31/05/2024][16:11:17]  | -system -Write Ranking[31/05/2024][16:13:49]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:13:49]  | -system -Write Ranking[31/05/2024][16:13:49]  | -system -Write Ranking[31/05/2024][16:16:21]  | -system Read 671 ranking entries in 0.47 seconds.
[31/05/2024][16:16:21]  | -system -Write Ranking[31/05/2024][16:16:21]  | -system -Write Ranking[31/05/2024][16:18:57]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:18:57]  | -system -Write Ranking[31/05/2024][16:18:57]  | -system -Write Ranking[31/05/2024][16:21:31]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:21:31]  | -system -Write Ranking[31/05/2024][16:21:31]  | -system -Write Ranking[31/05/2024][16:24:10]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:24:10]  | -system -Write Ranking[31/05/2024][16:24:10]  | -system -Write Ranking[31/05/2024][16:26:44]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:26:44]  | -system -Write Ranking[31/05/2024][16:26:44]  | -system -Write Ranking[31/05/2024][16:29:16]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:29:16]  | -system -Write Ranking[31/05/2024][16:29:16]  | -system -Write Ranking[31/05/2024][16:31:48]  | -system Read 671 ranking entries in 0.47 seconds.
[31/05/2024][16:31:48]  | -system -Write Ranking[31/05/2024][16:31:48]  | -system -Write Ranking[31/05/2024][16:34:20]  | -system Read 671 ranking entries in 1.18 seconds.
[31/05/2024][16:34:20]  | -system -Write Ranking[31/05/2024][16:34:20]  | -system -Write Ranking[31/05/2024][16:36:53]  | -system Read 671 ranking entries in 0.47 seconds.
[31/05/2024][16:36:53]  | -system -Write Ranking[31/05/2024][16:36:53]  | -system -Write Ranking[31/05/2024][16:39:26]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:39:26]  | -system -Write Ranking[31/05/2024][16:39:26]  | -system -Write Ranking[31/05/2024][16:41:58]  | -system Read 671 ranking entries in 1.2 seconds.
[31/05/2024][16:41:58]  | -system -Write Ranking[31/05/2024][16:41:58]  | -system -Write Ranking[31/05/2024][16:44:30]  | -system Read 672 ranking entries in 1.18 seconds.
[31/05/2024][16:44:30]  | -system -Write Ranking[31/05/2024][16:44:30]  | -system -Write Ranking[31/05/2024][16:47:10]  | -system Read 672 ranking entries in 1.2 seconds.
[31/05/2024][16:47:10]  | -system -Write Ranking[31/05/2024][16:47:10]  | -system -Write Ranking[31/05/2024][16:49:46]  | -system Read 672 ranking entries in 0.47 seconds.
[31/05/2024][16:49:46]  | -system -Write Ranking[31/05/2024][16:49:46]  | -system -Write Ranking[31/05/2024][16:52:21]  | -system Read 673 ranking entries in 1.18 seconds.
[31/05/2024][16:52:21]  | -system -Write Ranking[31/05/2024][16:52:21]  | -system -Write Ranking[31/05/2024][16:54:55]  | -system Read 673 ranking entries in 0.47 seconds.
[31/05/2024][16:54:55]  | -system -Write Ranking[31/05/2024][16:54:55]  | -system -Write Ranking[31/05/2024][16:56:06]  | LOV3 err createchar EEXIST[31/05/2024][16:57:29]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][16:57:29]  | -system -Write Ranking[31/05/2024][16:57:29]  | -system -Write Ranking[31/05/2024][17:00:05]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:00:05]  | -system -Write Ranking[31/05/2024][17:00:05]  | -system -Write Ranking[31/05/2024][17:02:51]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:02:51]  | -system -Write Ranking[31/05/2024][17:02:51]  | -system -Write Ranking[31/05/2024][17:05:25]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:05:25]  | -system -Write Ranking[31/05/2024][17:05:25]  | -system -Write Ranking[31/05/2024][17:07:57]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:07:57]  | -system -Write Ranking[31/05/2024][17:07:57]  | -system -Write Ranking[31/05/2024][17:10:29]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:10:29]  | -system -Write Ranking[31/05/2024][17:10:29]  | -system -Write Ranking[31/05/2024][17:13:01]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][17:13:01]  | -system -Write Ranking[31/05/2024][17:13:01]  | -system -Write Ranking[31/05/2024][17:15:35]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:15:35]  | -system -Write Ranking[31/05/2024][17:15:35]  | -system -Write Ranking[31/05/2024][17:18:07]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:18:07]  | -system -Write Ranking[31/05/2024][17:18:07]  | -system -Write Ranking[31/05/2024][17:20:39]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:20:39]  | -system -Write Ranking[31/05/2024][17:20:39]  | -system -Write Ranking[31/05/2024][17:23:14]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][17:23:14]  | -system -Write Ranking[31/05/2024][17:23:14]  | -system -Write Ranking[31/05/2024][17:25:49]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:25:49]  | -system -Write Ranking[31/05/2024][17:25:49]  | -system -Write Ranking[31/05/2024][17:28:24]  | -system Read 674 ranking entries in 1.33 seconds.
[31/05/2024][17:28:24]  | -system -Write Ranking[31/05/2024][17:28:24]  | -system -Write Ranking[31/05/2024][17:30:56]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:30:56]  | -system -Write Ranking[31/05/2024][17:30:56]  | -system -Write Ranking[31/05/2024][17:33:31]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:33:31]  | -system -Write Ranking[31/05/2024][17:33:31]  | -system -Write Ranking[31/05/2024][17:36:04]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:36:04]  | -system -Write Ranking[31/05/2024][17:36:04]  | -system -Write Ranking[31/05/2024][17:38:38]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:38:38]  | -system -Write Ranking[31/05/2024][17:38:38]  | -system -Write Ranking[31/05/2024][17:41:11]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:41:11]  | -system -Write Ranking[31/05/2024][17:41:11]  | -system -Write Ranking[31/05/2024][17:43:46]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][17:43:46]  | -system -Write Ranking[31/05/2024][17:43:46]  | -system -Write Ranking[31/05/2024][17:46:19]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:46:19]  | -system -Write Ranking[31/05/2024][17:46:19]  | -system -Write Ranking[31/05/2024][17:48:53]  | -system Read 674 ranking entries in 0.46 seconds.
[31/05/2024][17:48:53]  | -system -Write Ranking[31/05/2024][17:48:53]  | -system -Write Ranking[31/05/2024][17:51:27]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:51:27]  | -system -Write Ranking[31/05/2024][17:51:27]  | -system -Write Ranking[31/05/2024][17:54:00]  | -system Read 674 ranking entries in 1.2 seconds.
