[29/05/2024][14:58:42]  | -system start log[29/05/2024][15:01:16]  | -system Read 571 ranking entries in 0.46 seconds.
[29/05/2024][15:59:43]  | -system -Write Ranking[29/05/2024][15:59:43]  | -system -Write Ranking[29/05/2024][16:02:16]  | -system Read 573 ranking entries in 1.2 seconds.
[29/05/2024][16:02:16]  | -system -Write Ranking[29/05/2024][16:02:16]  | -system -Write Ranking[29/05/2024][16:04:48]  | -system Read 573 ranking entries in 1.2 seconds.
[29/05/2024][16:04:48]  | -system -Write Ranking[29/05/2024][16:04:48]  | -system -Write Ranking[29/05/2024][16:07:20]  | -system Read 573 ranking entries in 0.46 seconds.
[29/05/2024][16:07:20]  | -system -Write Ranking[29/05/2024][16:07:20]  | -system -Write Ranking[29/05/2024][16:09:54]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:09:54]  | -system -Write Ranking[29/05/2024][16:09:54]  | -system -Write Ranking[29/05/2024][16:12:29]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:12:29]  | -system -Write Ranking[29/05/2024][16:12:29]  | -system -Write Ranking[29/05/2024][16:15:01]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:15:01]  | -system -Write Ranking[29/05/2024][16:15:01]  | -system -Write Ranking[29/05/2024][16:17:35]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:17:35]  | -system -Write Ranking[29/05/2024][16:17:35]  | -system -Write Ranking[29/05/2024][16:20:09]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:20:09]  | -system -Write Ranking[29/05/2024][16:20:09]  | -system -Write Ranking[29/05/2024][16:22:44]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:22:44]  | -system -Write Ranking[29/05/2024][16:22:44]  | -system -Write Ranking[29/05/2024][16:25:17]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:25:17]  | -system -Write Ranking[29/05/2024][16:25:17]  | -system -Write Ranking[29/05/2024][16:27:49]  | -system Read 574 ranking entries in 0.46 seconds.
[29/05/2024][16:27:49]  | -system -Write Ranking[29/05/2024][16:27:49]  | -system -Write Ranking[29/05/2024][16:30:21]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:30:21]  | -system -Write Ranking[29/05/2024][16:30:21]  | -system -Write Ranking[29/05/2024][16:32:53]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:32:53]  | -system -Write Ranking[29/05/2024][16:32:53]  | -system -Write Ranking[29/05/2024][16:35:25]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:35:25]  | -system -Write Ranking[29/05/2024][16:35:25]  | -system -Write Ranking[29/05/2024][16:37:57]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:37:57]  | -system -Write Ranking[29/05/2024][16:37:57]  | -system -Write Ranking[29/05/2024][16:40:29]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:40:29]  | -system -Write Ranking[29/05/2024][16:40:29]  | -system -Write Ranking[29/05/2024][16:43:01]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:43:01]  | -system -Write Ranking[29/05/2024][16:43:01]  | -system -Write Ranking[29/05/2024][16:45:34]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:45:34]  | -system -Write Ranking[29/05/2024][16:45:34]  | -system -Write Ranking[29/05/2024][16:48:10]  | -system Read 574 ranking entries in 1.18 seconds.
[29/05/2024][16:48:10]  | -system -Write Ranking[29/05/2024][16:48:10]  | -system -Write Ranking[29/05/2024][16:50:42]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:50:42]  | -system -Write Ranking[29/05/2024][16:50:42]  | -system -Write Ranking[29/05/2024][16:53:14]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:53:14]  | -system -Write Ranking[29/05/2024][16:53:14]  | -system -Write Ranking[29/05/2024][16:55:46]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][16:55:46]  | -system -Write Ranking[29/05/2024][16:55:46]  | -system -Write Ranking[29/05/2024][16:58:18]  | -system Read 574 ranking entries in 1.2 seconds.
[29/05/2024][16:58:18]  | -system -Write Ranking[29/05/2024][16:58:18]  | -system -Write Ranking[29/05/2024][17:00:50]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:00:50]  | -system -Write Ranking[29/05/2024][17:00:50]  | -system -Write Ranking[29/05/2024][17:03:22]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:03:22]  | -system -Write Ranking[29/05/2024][17:03:22]  | -system -Write Ranking[29/05/2024][17:05:54]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:05:54]  | -system -Write Ranking[29/05/2024][17:05:54]  | -system -Write Ranking[29/05/2024][17:08:27]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:08:27]  | -system -Write Ranking[29/05/2024][17:08:27]  | -system -Write Ranking[29/05/2024][17:10:59]  | -system Read 573 ranking entries in 0.47 seconds.
[29/05/2024][17:10:59]  | -system -Write Ranking[29/05/2024][17:10:59]  | -system -Write Ranking[29/05/2024][17:13:31]  | -system Read 573 ranking entries in 0.47 seconds.
[29/05/2024][17:13:31]  | -system -Write Ranking[29/05/2024][17:13:31]  | -system -Write Ranking[29/05/2024][17:16:03]  | -system Read 573 ranking entries in 1.2 seconds.
[29/05/2024][17:16:03]  | -system -Write Ranking[29/05/2024][17:16:03]  | -system -Write Ranking[29/05/2024][17:18:37]  | -system Read 573 ranking entries in 0.47 seconds.
[29/05/2024][17:18:37]  | -system -Write Ranking[29/05/2024][17:18:37]  | -system -Write Ranking[29/05/2024][17:21:10]  | -system Read 571 ranking entries in 0.47 seconds.
[29/05/2024][17:21:10]  | -system -Write Ranking[29/05/2024][17:21:10]  | -system -Write Ranking[29/05/2024][17:23:42]  | -system Read 571 ranking entries in 1.2 seconds.
[29/05/2024][17:23:42]  | -system -Write Ranking[29/05/2024][17:23:42]  | -system -Write Ranking[29/05/2024][17:26:14]  | -system Read 571 ranking entries in 0.47 seconds.
[29/05/2024][17:26:14]  | -system -Write Ranking[29/05/2024][17:26:14]  | -system -Write Ranking[29/05/2024][17:28:46]  | -system Read 571 ranking entries in 0.47 seconds.
[29/05/2024][17:28:46]  | -system -Write Ranking[29/05/2024][17:28:46]  | -system -Write Ranking[29/05/2024][17:31:18]  | -system Read 571 ranking entries in 1.2 seconds.
[29/05/2024][17:31:18]  | -system -Write Ranking[29/05/2024][17:31:18]  | -system -Write Ranking[29/05/2024][17:33:50]  | -system Read 571 ranking entries in 0.47 seconds.
[29/05/2024][17:33:50]  | -system -Write Ranking[29/05/2024][17:33:50]  | -system -Write Ranking[29/05/2024][17:36:22]  | -system Read 572 ranking entries in 1.18 seconds.
[29/05/2024][17:36:22]  | -system -Write Ranking[29/05/2024][17:36:22]  | -system -Write Ranking[29/05/2024][17:38:54]  | -system Read 573 ranking entries in 0.47 seconds.
[29/05/2024][17:38:54]  | -system -Write Ranking[29/05/2024][17:38:54]  | -system -Write Ranking[29/05/2024][17:41:26]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:41:26]  | -system -Write Ranking[29/05/2024][17:41:26]  | -system -Write Ranking[29/05/2024][17:43:59]  | -system Read 574 ranking entries in 0.47 seconds.
[29/05/2024][17:43:59]  | -system -Write Ranking[29/05/2024][17:43:59]  | -system -Write Ranking[29/05/2024][17:46:32]  | -system Read 576 ranking entries in 0.47 seconds.
[29/05/2024][17:46:32]  | -system -Write Ranking[29/05/2024][17:46:32]  | -system -Write Ranking[29/05/2024][17:49:04]  | -system Read 576 ranking entries in 0.47 seconds.
[29/05/2024][17:49:04]  | -system -Write Ranking[29/05/2024][17:49:04]  | -system -Write Ranking[29/05/2024][17:51:36]  | -system Read 576 ranking entries in 1.2 seconds.
[29/05/2024][17:51:36]  | -system -Write Ranking[29/05/2024][17:51:36]  | -system -Write Ranking[29/05/2024][17:54:11]  | -system Read 578 ranking entries in 0.47 seconds.
[29/05/2024][17:54:11]  | -system -Write Ranking[29/05/2024][17:54:11]  | -system -Write Ranking[29/05/2024][17:56:43]  | -system Read 578 ranking entries in 0.47 seconds.
[29/05/2024][17:56:43]  | -system -Write Ranking[29/05/2024][17:56:43]  | -system -Write Ranking[29/05/2024][17:59:15]  | -system Read 578 ranking entries in 1.2 seconds.
[29/05/2024][17:59:15]  | -system -Write Ranking[29/05/2024][17:59:15]  | -system -Write Ranking[29/05/2024][18:01:47]  | -system Read 578 ranking entries in 0.46 seconds.
[29/05/2024][18:01:47]  | -system -Write Ranking[29/05/2024][18:01:47]  | -system -Write Ranking[29/05/2024][18:04:19]  | -system Read 578 ranking entries in 0.46 seconds.
[29/05/2024][18:04:19]  | -system -Write Ranking[29/05/2024][18:04:19]  | -system -Write Ranking[29/05/2024][18:06:51]  | -system Read 578 ranking entries in 0.46 seconds.
[29/05/2024][18:06:51]  | -system -Write Ranking[29/05/2024][18:06:51]  | -system -Write Ranking[29/05/2024][18:09:23]  | -system Read 578 ranking entries in 0.46 seconds.
[29/05/2024][18:09:23]  | -system -Write Ranking[29/05/2024][18:09:23]  | -system -Write Ranking[29/05/2024][18:11:56]  | -system Read 579 ranking entries in 0.46 seconds.
[29/05/2024][18:11:56]  | -system -Write Ranking[29/05/2024][18:11:56]  | -system -Write Ranking[29/05/2024][18:14:28]  | -system Read 579 ranking entries in 1.2 seconds.
[29/05/2024][18:14:28]  | -system -Write Ranking[29/05/2024][18:14:28]  | -system -Write Ranking[29/05/2024][18:17:01]  | -system Read 579 ranking entries in 1.18 seconds.
[29/05/2024][18:17:01]  | -system -Write Ranking[29/05/2024][18:17:01]  | -system -Write Ranking[29/05/2024][18:19:33]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:19:33]  | -system -Write Ranking[29/05/2024][18:19:33]  | -system -Write Ranking[29/05/2024][18:22:05]  | -system Read 579 ranking entries in 1.3 seconds.
[29/05/2024][18:22:05]  | -system -Write Ranking[29/05/2024][18:22:05]  | -system -Write Ranking[29/05/2024][18:24:37]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:24:37]  | -system -Write Ranking[29/05/2024][18:24:37]  | -system -Write Ranking[29/05/2024][18:27:09]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:27:09]  | -system -Write Ranking[29/05/2024][18:27:09]  | -system -Write Ranking[29/05/2024][18:29:41]  | -system Read 579 ranking entries in 1.3 seconds.
[29/05/2024][18:29:41]  | -system -Write Ranking[29/05/2024][18:29:41]  | -system -Write Ranking[29/05/2024][18:32:13]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:32:13]  | -system -Write Ranking[29/05/2024][18:32:13]  | -system -Write Ranking[29/05/2024][18:34:49]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:34:49]  | -system -Write Ranking[29/05/2024][18:34:49]  | -system -Write Ranking[29/05/2024][18:37:21]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:37:21]  | -system -Write Ranking[29/05/2024][18:37:21]  | -system -Write Ranking[29/05/2024][18:39:53]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:39:53]  | -system -Write Ranking[29/05/2024][18:39:53]  | -system -Write Ranking[29/05/2024][18:42:28]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:42:28]  | -system -Write Ranking[29/05/2024][18:42:28]  | -system -Write Ranking[29/05/2024][18:45:02]  | -system Read 579 ranking entries in 0.47 seconds.
[29/05/2024][18:45:02]  | -system -Write Ranking[29/05/2024][18:45:02]  | -system -Write Ranking[29/05/2024][18:47:34]  | -system Read 580 ranking entries in 0.47 seconds.
[29/05/2024][18:47:34]  | -system -Write Ranking[29/05/2024][18:47:34]  | -system -Write Ranking[29/05/2024][18:50:06]  | -system Read 580 ranking entries in 1.3 seconds.
[29/05/2024][18:50:06]  | -system -Write Ranking[29/05/2024][18:50:06]  | -system -Write Ranking[29/05/2024][18:52:38]  | -system Read 580 ranking entries in 0.47 seconds.
[29/05/2024][18:52:38]  | -system -Write Ranking[29/05/2024][18:52:38]  | -system -Write Ranking[29/05/2024][18:55:10]  | -system Read 580 ranking entries in 1.2 seconds.
[29/05/2024][18:55:10]  | -system -Write Ranking[29/05/2024][18:55:10]  | -system -Write Ranking[29/05/2024][18:57:43]  | -system Read 580 ranking entries in 1.3 seconds.
[29/05/2024][18:57:43]  | -system -Write Ranking[29/05/2024][18:57:43]  | -system -Write Ranking[29/05/2024][19:00:19]  | -system Read 580 ranking entries in 0.47 seconds.
[29/05/2024][19:00:19]  | -system -Write Ranking[29/05/2024][19:00:19]  | -system -Write Ranking[29/05/2024][19:02:51]  | -system Read 581 ranking entries in 1.3 seconds.
[29/05/2024][19:02:51]  | -system -Write Ranking[29/05/2024][19:02:51]  | -system -Write Ranking[29/05/2024][19:05:23]  | -system Read 581 ranking entries in 1.3 seconds.
[29/05/2024][19:05:23]  | -system -Write Ranking[29/05/2024][19:05:23]  | -system -Write Ranking[29/05/2024][19:07:55]  | -system Read 581 ranking entries in 1.3 seconds.
[29/05/2024][19:07:55]  | -system -Write Ranking[29/05/2024][19:07:55]  | -system -Write Ranking[29/05/2024][19:10:27]  | -system Read 582 ranking entries in 1.3 seconds.
[29/05/2024][19:10:27]  | -system -Write Ranking[29/05/2024][19:10:27]  | -system -Write Ranking[29/05/2024][19:12:59]  | -system Read 582 ranking entries in 1.3 seconds.
[29/05/2024][19:12:59]  | -system -Write Ranking[29/05/2024][19:12:59]  | -system -Write Ranking[29/05/2024][19:15:31]  | -system Read 582 ranking entries in 1.3 seconds.
[29/05/2024][19:15:31]  | -system -Write Ranking[29/05/2024][19:15:31]  | -system -Write Ranking[29/05/2024][19:18:14]  | -system Read 582 ranking entries in 0.47 seconds.
[29/05/2024][19:18:14]  | -system -Write Ranking[29/05/2024][19:18:14]  | -system -Write Ranking[29/05/2024][19:18:16]  | Dodo7 err createchar EEXIST[29/05/2024][19:20:05]  | Dodo4 err createchar EEXIST[29/05/2024][19:20:46]  | -system Read 583 ranking entries in 1.3 seconds.
[29/05/2024][19:20:46]  | -system -Write Ranking[29/05/2024][19:20:46]  | -system -Write Ranking[29/05/2024][19:23:18]  | -system Read 583 ranking entries in 0.47 seconds.
[29/05/2024][19:23:18]  | -system -Write Ranking[29/05/2024][19:23:18]  | -system -Write Ranking[29/05/2024][19:25:50]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:25:50]  | -system -Write Ranking[29/05/2024][19:25:50]  | -system -Write Ranking[29/05/2024][19:28:22]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:28:22]  | -system -Write Ranking[29/05/2024][19:28:22]  | -system -Write Ranking[29/05/2024][19:30:56]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:30:56]  | -system -Write Ranking[29/05/2024][19:30:56]  | -system -Write Ranking[29/05/2024][19:33:32]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:33:32]  | -system -Write Ranking[29/05/2024][19:33:32]  | -system -Write Ranking[29/05/2024][19:36:04]  | -system Read 586 ranking entries in 1.3 seconds.
[29/05/2024][19:36:04]  | -system -Write Ranking[29/05/2024][19:36:04]  | -system -Write Ranking[29/05/2024][19:38:36]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:38:36]  | -system -Write Ranking[29/05/2024][19:38:36]  | -system -Write Ranking[29/05/2024][19:41:09]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:41:09]  | -system -Write Ranking[29/05/2024][19:41:09]  | -system -Write Ranking[29/05/2024][19:43:41]  | -system Read 586 ranking entries in 0.47 seconds.
[29/05/2024][19:43:41]  | -system -Write Ranking[29/05/2024][19:43:41]  | -system -Write Ranking[29/05/2024][19:46:13]  | -system Read 587 ranking entries in 1.2 seconds.
[29/05/2024][19:46:13]  | -system -Write Ranking[29/05/2024][19:46:13]  | -system -Write Ranking[29/05/2024][19:48:45]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][19:48:45]  | -system -Write Ranking[29/05/2024][19:48:45]  | -system -Write Ranking[29/05/2024][19:51:17]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][19:51:17]  | -system -Write Ranking[29/05/2024][19:51:17]  | -system -Write Ranking[29/05/2024][19:53:49]  | -system Read 587 ranking entries in 0.46 seconds.
[29/05/2024][19:53:49]  | -system -Write Ranking[29/05/2024][19:53:49]  | -system -Write Ranking[29/05/2024][19:56:22]  | -system Read 587 ranking entries in 0.46 seconds.
[29/05/2024][19:56:22]  | -system -Write Ranking[29/05/2024][19:56:22]  | -system -Write Ranking[29/05/2024][19:58:54]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][19:58:54]  | -system -Write Ranking[29/05/2024][19:58:54]  | -system -Write Ranking[29/05/2024][20:01:28]  | -system Read 587 ranking entries in 1.3 seconds.
[29/05/2024][20:01:28]  | -system -Write Ranking[29/05/2024][20:01:28]  | -system -Write Ranking[29/05/2024][20:04:01]  | -system Read 587 ranking entries in 1.3 seconds.
[29/05/2024][20:04:01]  | -system -Write Ranking[29/05/2024][20:04:01]  | -system -Write Ranking[29/05/2024][20:06:38]  | -system Read 587 ranking entries in 56.41 seconds.
[29/05/2024][20:06:38]  | -system -Write Ranking[29/05/2024][20:06:38]  | -system -Write Ranking[29/05/2024][20:09:09]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:09:09]  | -system -Write Ranking[29/05/2024][20:09:09]  | -system -Write Ranking[29/05/2024][20:11:41]  | -system Read 587 ranking entries in 1.3 seconds.
[29/05/2024][20:11:41]  | -system -Write Ranking[29/05/2024][20:11:41]  | -system -Write Ranking[29/05/2024][20:14:13]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:14:13]  | -system -Write Ranking[29/05/2024][20:14:13]  | -system -Write Ranking[29/05/2024][20:16:45]  | -system Read 587 ranking entries in 0.46 seconds.
[29/05/2024][20:16:45]  | -system -Write Ranking[29/05/2024][20:16:45]  | -system -Write Ranking[29/05/2024][20:19:19]  | -system Read 587 ranking entries in 0.46 seconds.
[29/05/2024][20:19:19]  | -system -Write Ranking[29/05/2024][20:19:19]  | -system -Write Ranking[29/05/2024][20:21:51]  | -system Read 587 ranking entries in 0.46 seconds.
[29/05/2024][20:21:51]  | -system -Write Ranking[29/05/2024][20:21:51]  | -system -Write Ranking[29/05/2024][20:24:23]  | -system Read 587 ranking entries in 1.3 seconds.
[29/05/2024][20:24:23]  | -system -Write Ranking[29/05/2024][20:24:23]  | -system -Write Ranking[29/05/2024][20:26:57]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:26:57]  | -system -Write Ranking[29/05/2024][20:26:57]  | -system -Write Ranking[29/05/2024][20:29:29]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:29:29]  | -system -Write Ranking[29/05/2024][20:29:29]  | -system -Write Ranking[29/05/2024][20:32:04]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:32:04]  | -system -Write Ranking[29/05/2024][20:32:04]  | -system -Write Ranking[29/05/2024][20:34:36]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:34:36]  | -system -Write Ranking[29/05/2024][20:34:36]  | -system -Write Ranking[29/05/2024][20:37:08]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:37:08]  | -system -Write Ranking[29/05/2024][20:37:08]  | -system -Write Ranking[29/05/2024][20:39:41]  | -system Read 587 ranking entries in 3.39 seconds.
[29/05/2024][20:39:41]  | -system -Write Ranking[29/05/2024][20:39:41]  | -system -Write Ranking[29/05/2024][20:42:13]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:42:13]  | -system -Write Ranking[29/05/2024][20:42:13]  | -system -Write Ranking[29/05/2024][20:44:45]  | -system Read 587 ranking entries in 1.3 seconds.
[29/05/2024][20:44:45]  | -system -Write Ranking[29/05/2024][20:44:45]  | -system -Write Ranking[29/05/2024][20:47:17]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:47:17]  | -system -Write Ranking[29/05/2024][20:47:17]  | -system -Write Ranking[29/05/2024][20:49:50]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:49:50]  | -system -Write Ranking[29/05/2024][20:49:50]  | -system -Write Ranking[29/05/2024][20:52:22]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:52:22]  | -system -Write Ranking[29/05/2024][20:52:22]  | -system -Write Ranking[29/05/2024][20:54:54]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:54:54]  | -system -Write Ranking[29/05/2024][20:54:54]  | -system -Write Ranking[29/05/2024][20:57:26]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:57:26]  | -system -Write Ranking[29/05/2024][20:57:26]  | -system -Write Ranking[29/05/2024][20:59:59]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][20:59:59]  | -system -Write Ranking[29/05/2024][20:59:59]  | -system -Write Ranking[29/05/2024][21:02:33]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][21:02:33]  | -system -Write Ranking[29/05/2024][21:02:33]  | -system -Write Ranking[29/05/2024][21:05:05]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][21:05:05]  | -system -Write Ranking[29/05/2024][21:05:05]  | -system -Write Ranking[29/05/2024][21:07:37]  | -system Read 587 ranking entries in 0.47 seconds.
[29/05/2024][21:07:37]  | -system -Write Ranking[29/05/2024][21:07:37]  | -system -Write Ranking[29/05/2024][21:10:09]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:10:09]  | -system -Write Ranking[29/05/2024][21:10:09]  | -system -Write Ranking[29/05/2024][21:12:44]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:12:44]  | -system -Write Ranking[29/05/2024][21:12:44]  | -system -Write Ranking[29/05/2024][21:15:16]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:15:16]  | -system -Write Ranking[29/05/2024][21:15:16]  | -system -Write Ranking[29/05/2024][21:17:48]  | -system Read 588 ranking entries in 1.3 seconds.
[29/05/2024][21:17:48]  | -system -Write Ranking[29/05/2024][21:17:48]  | -system -Write Ranking[29/05/2024][21:20:20]  | -system Read 588 ranking entries in 1.3 seconds.
[29/05/2024][21:20:20]  | -system -Write Ranking[29/05/2024][21:20:20]  | -system -Write Ranking[29/05/2024][21:22:52]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:22:52]  | -system -Write Ranking[29/05/2024][21:22:52]  | -system -Write Ranking[29/05/2024][21:25:24]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:25:24]  | -system -Write Ranking[29/05/2024][21:25:24]  | -system -Write Ranking[29/05/2024][21:27:56]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:27:56]  | -system -Write Ranking[29/05/2024][21:27:56]  | -system -Write Ranking[29/05/2024][21:30:30]  | -system Read 588 ranking entries in 1.3 seconds.
[29/05/2024][21:30:30]  | -system -Write Ranking[29/05/2024][21:30:30]  | -system -Write Ranking[29/05/2024][21:33:02]  | -system Read 588 ranking entries in 1.2 seconds.
[29/05/2024][21:33:02]  | -system -Write Ranking[29/05/2024][21:33:02]  | -system -Write Ranking[29/05/2024][21:35:34]  | -system Read 588 ranking entries in 0.47 seconds.
