[17/05/2024][20:31:43]  | -system start log[17/05/2024][20:34:15]  | -system Read 66 ranking entries in 0.0 seconds.
[17/05/2024][23:16:34]  | -system -Write Ranking[17/05/2024][23:16:34]  | -system -Write Ranking[17/05/2024][23:19:06]  | -system Read 91 ranking entries in 0.0 seconds.
[17/05/2024][23:19:06]  | -system -Write Ranking[17/05/2024][23:19:06]  | -system -Write Ranking[17/05/2024][23:21:38]  | -system Read 91 ranking entries in 0.0 seconds.
[17/05/2024][23:21:38]  | -system -Write Ranking[17/05/2024][23:21:38]  | -system -Write Ranking[17/05/2024][23:24:10]  | -system Read 91 ranking entries in 0.15 seconds.
[17/05/2024][23:24:10]  | -system -Write Ranking[17/05/2024][23:24:10]  | -system -Write Ranking[17/05/2024][23:26:42]  | -system Read 91 ranking entries in 0.0 seconds.
[17/05/2024][23:26:42]  | -system -Write Ranking[17/05/2024][23:26:42]  | -system -Write Ranking[17/05/2024][23:29:14]  | -system Read 91 ranking entries in 0.0 seconds.
[17/05/2024][23:29:14]  | -system -Write Ranking[17/05/2024][23:29:14]  | -system -Write Ranking[17/05/2024][23:31:47]  | -system Read 91 ranking entries in 0.0 seconds.
[17/05/2024][23:31:47]  | -system -Write Ranking[17/05/2024][23:31:47]  | -system -Write Ranking[17/05/2024][23:34:19]  | -system Read 92 ranking entries in 0.0 seconds.
[17/05/2024][23:34:19]  | -system -Write Ranking[17/05/2024][23:34:19]  | -system -Write Ranking[17/05/2024][23:36:51]  | -system Read 92 ranking entries in 0.0 seconds.
[17/05/2024][23:36:51]  | -system -Write Ranking[17/05/2024][23:36:51]  | -system -Write Ranking[17/05/2024][23:39:23]  | -system Read 92 ranking entries in 0.0 seconds.
[17/05/2024][23:39:23]  | -system -Write Ranking[17/05/2024][23:39:23]  | -system -Write Ranking[17/05/2024][23:41:55]  | -system Read 92 ranking entries in 0.0 seconds.
[17/05/2024][23:41:55]  | -system -Write Ranking[17/05/2024][23:41:55]  | -system -Write Ranking[17/05/2024][23:44:27]  | -system Read 93 ranking entries in 0.0 seconds.
[17/05/2024][23:44:27]  | -system -Write Ranking[17/05/2024][23:44:27]  | -system -Write Ranking[17/05/2024][23:46:59]  | -system Read 93 ranking entries in 0.0 seconds.
[17/05/2024][23:46:59]  | -system -Write Ranking[17/05/2024][23:46:59]  | -system -Write Ranking[17/05/2024][23:49:31]  | -system Read 93 ranking entries in 0.0 seconds.
[17/05/2024][23:49:31]  | -system -Write Ranking[17/05/2024][23:49:31]  | -system -Write Ranking[17/05/2024][23:52:03]  | -system Read 93 ranking entries in 0.0 seconds.
[17/05/2024][23:52:03]  | -system -Write Ranking[17/05/2024][23:52:03]  | -system -Write Ranking[17/05/2024][23:54:35]  | -system Read 93 ranking entries in 0.0 seconds.
[17/05/2024][23:54:35]  | -system -Write Ranking[17/05/2024][23:54:35]  | -system -Write Ranking[17/05/2024][23:57:08]  | -system Read 94 ranking entries in 0.32 seconds.
[17/05/2024][23:57:08]  | -system -Write Ranking[17/05/2024][23:57:08]  | -system -Write Ranking[17/05/2024][23:59:40]  | -system Read 94 ranking entries in 0.0 seconds.
[17/05/2024][23:59:40]  | -system -Write Ranking[17/05/2024][23:59:40]  | -system -Write Ranking
